selected,abbrevref_id,isolabel_ext,abbrev,insert_date,default_abbrev
t,5,CO-ANT-ElBagre,CO-ElBagre,2023-11-30,f
t,5,CO-ANT-ElBagre,co;ant;el.bagre,2023-11-30,f
t,5,CO-ANT-ElBagre,co;antioquia;el.bagre,2023-11-30,f
t,5,CO-ANT-ElCarmenViboral,CO-5148,2023-11-30,t
t,5,CO-ANT-ElCarmenViboral,CO-A-ECV,2023-11-30,f
t,5,CO-ANT-ElCarmenViboral,CO-A-ElCarmenViboral,2023-11-30,f
t,1,CO-ANT-ElCarmenViboral,CO-ANT-ECV,2022-09-14,f
t,5,CO-ANT-ElCarmenViboral,CO-ElCarmenViboral,2023-11-30,f
t,5,CO-ANT-ElCarmenViboral,co;ant;el.carmen.viboral,2023-11-30,f
t,5,CO-ANT-ElCarmenViboral,co;antioquia;el.carmen.viboral,2023-11-30,f
t,5,CO-ANT-ElPenol,CO-5541,2023-11-30,t
t,5,CO-ANT-ElPenol,CO-A-ElPenol,2023-11-30,f
t,5,CO-ANT-ElPenol,CO-A-PEN,2023-11-30,f
t,1,CO-ANT-ElPenol,CO-ANT-PEN,2022-09-14,f
t,5,CO-ANT-ElPenol,co;ant;el.penol,2023-11-30,f
t,5,CO-ANT-ElPenol,co;antioquia;el.penol,2023-11-30,f
t,5,CO-ANT-ElRetiro,CO-5607,2023-11-30,t
t,5,CO-ANT-ElRetiro,CO-A-ElRetiro,2023-11-30,f
t,5,CO-ANT-ElRetiro,CO-A-RTR,2023-11-30,f
t,1,CO-ANT-ElRetiro,CO-ANT-RTR,2022-09-14,f
t,5,CO-ANT-ElRetiro,CO-ElRetiro,2023-11-30,f
t,5,CO-ANT-ElRetiro,co;ant;el.retiro,2023-11-30,f
t,5,CO-ANT-ElRetiro,co;antioquia;el.retiro,2023-11-30,f
t,5,CO-ANT-ElSantuario,CO-5697,2023-11-30,t
